age,education,educationNum,married,race,sex,capitalGain,capitalLoss,hrPerWeek,income
35,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
30,HSgrad,9,notMarried,White,Male,0,0,60,<=50K
67,assoc,11,notMarried,White,Female,0,0,24,<=50K
46,bachelors,13,notMarried,White,Female,0,0,40,<=50K
17,nonHSgrad,5,notMarried,White,Male,0,0,6,<=50K
22,someCollege,10,notMarried,White,Male,0,0,30,<=50K
27,nonHSgrad,6,notMarried,White,Male,0,0,40,<=50K
23,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
33,assoc,12,married,White,Male,0,0,45,<=50K
43,someCollege,10,married,White,Male,0,0,20,<=50K
28,bachelors,13,notMarried,White,Male,0,0,20,<=50K
41,HSgrad,9,married,White,Female,0,0,40,<=50K
52,nonHSgrad,8,notMarried,Black,Male,594,0,40,<=50K
25,someCollege,10,married,Black,Female,0,0,20,<=50K
63,nonHSgrad,2,married,White,Male,0,0,35,<=50K
59,HSgrad,9,married,White,Male,0,0,45,<=50K
45,bachelors,13,notMarried,White,Female,0,0,40,<=50K
38,bachelors,13,married,White,Male,15024,0,60,>50K
40,HSgrad,9,notMarried,White,Female,0,0,35,<=50K
46,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
35,assoc,12,notMarried,White,Female,0,0,60,<=50K
34,HSgrad,9,notMarried,White,Female,0,0,25,<=50K
33,bachelors,13,notMarried,White,Male,0,0,20,<=50K
41,HSgrad,9,notMarried,White,Female,0,0,36,<=50K
20,someCollege,10,notMarried,White,Male,0,0,40,<=50K
23,nonHSgrad,3,notMarried,White,Male,0,0,40,<=50K
26,someCollege,10,notMarried,White,Female,0,0,35,<=50K
72,HSgrad,9,married,White,Male,0,0,20,<=50K
23,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
62,HSgrad,9,married,White,Male,0,0,40,<=50K
52,someCollege,10,married,White,Male,0,0,40,<=50K
58,someCollege,10,notMarried,White,Female,0,0,42,<=50K
25,bachelors,13,notMarried,White,Female,0,0,40,<=50K
24,bachelors,13,notMarried,Black,Male,0,0,40,<=50K
19,someCollege,10,notMarried,White,Male,0,0,8,<=50K
43,someCollege,10,married,White,Male,0,0,40,<=50K
47,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
39,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
49,assoc,11,married,White,Male,0,1380,42,<=50K
53,nonHSgrad,3,notMarried,Black,Female,0,0,30,<=50K
32,assoc,11,notMarried,White,Male,0,0,45,<=50K
34,someCollege,10,married,White,Male,0,0,50,>50K
28,HSgrad,9,notMarried,White,Male,0,0,45,<=50K
57,assoc,11,notMarried,White,Female,0,0,38,<=50K
25,someCollege,10,notMarried,Amer-Indian-Eskimo,Female,0,0,20,<=50K
20,someCollege,10,notMarried,White,Male,0,0,24,<=50K
21,someCollege,10,notMarried,White,Female,0,0,35,<=50K
34,bachelors,13,married,White,Male,0,0,50,>50K
38,bachelors,13,married,White,Male,15024,0,80,>50K
50,HSgrad,9,married,White,Male,7688,0,50,>50K
24,someCollege,10,notMarried,Black,Male,0,0,50,<=50K
37,someCollege,10,married,White,Male,0,0,45,>50K
44,someCollege,10,notMarried,White,Male,0,0,58,>50K
28,someCollege,10,married,White,Female,0,0,40,<=50K
42,bachelors,13,married,White,Male,0,0,40,>50K
74,someCollege,10,notMarried,White,Female,0,0,9,<=50K
38,HSgrad,9,married,White,Male,0,0,50,<=50K
44,masters,14,married,White,Male,0,0,40,<=50K
44,nonHSgrad,7,notMarried,Other,Female,0,0,46,<=50K
26,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
36,HSgrad,9,married,Black,Male,0,0,40,<=50K
41,assoc,12,married,White,Female,0,0,50,>50K
67,profSchool,15,married,White,Male,20051,0,48,>50K
39,nonHSgrad,8,married,White,Male,0,0,50,<=50K
57,nonHSgrad,2,notMarried,Black,Female,0,0,30,<=50K
29,assoc,11,notMarried,White,Male,0,0,40,<=50K
31,bachelors,13,notMarried,White,Female,0,0,45,<=50K
34,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
44,someCollege,10,married,White,Male,0,0,40,<=50K
29,doctorate,16,notMarried,White,Male,0,0,40,<=50K
30,someCollege,10,notMarried,White,Female,0,0,40,<=50K
27,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
27,someCollege,10,married,White,Male,0,0,50,<=50K
32,HSgrad,9,notMarried,White,Female,0,0,45,<=50K
58,nonHSgrad,6,married,White,Female,0,0,8,<=50K
35,someCollege,10,married,White,Male,0,0,40,<=50K
21,HSgrad,9,notMarried,White,Male,0,0,36,<=50K
28,someCollege,10,notMarried,White,Male,0,0,40,<=50K
46,someCollege,10,notMarried,White,Male,0,0,50,<=50K
36,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
72,nonHSgrad,7,notMarried,White,Female,0,0,40,<=50K
35,HSgrad,9,married,Black,Female,0,0,40,<=50K
33,assoc,11,notMarried,Black,Female,0,0,40,>50K
69,nonHSgrad,7,notMarried,White,Female,0,0,40,<=50K
35,HSgrad,9,married,White,Male,0,0,40,<=50K
31,HSgrad,9,notMarried,White,Female,0,0,20,<=50K
34,HSgrad,9,married,White,Female,0,0,32,<=50K
30,nonHSgrad,7,married,White,Male,0,0,40,<=50K
28,bachelors,13,notMarried,White,Male,0,0,55,<=50K
54,bachelors,13,married,White,Male,0,0,35,>50K
47,someCollege,10,married,White,Male,0,0,50,>50K
24,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
52,bachelors,13,married,White,Male,0,0,60,>50K
20,HSgrad,9,notMarried,Amer-Indian-Eskimo,Male,0,0,48,<=50K
43,masters,14,married,White,Male,5013,0,45,<=50K
45,nonHSgrad,4,notMarried,White,Female,0,0,40,<=50K
29,HSgrad,9,notMarried,White,Male,0,0,35,<=50K
47,masters,14,notMarried,White,Male,0,0,42,<=50K
24,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
51,HSgrad,9,married,White,Male,0,0,40,<=50K
17,nonHSgrad,7,notMarried,White,Male,0,0,12,<=50K
37,assoc,11,married,White,Male,0,1977,40,>50K
27,doctorate,16,notMarried,White,Female,0,0,70,<=50K
29,bachelors,13,married,White,Male,0,0,40,>50K
18,nonHSgrad,8,notMarried,White,Male,0,0,25,<=50K
36,assoc,12,notMarried,White,Female,0,0,35,<=50K
58,bachelors,13,notMarried,White,Female,0,0,40,<=50K
26,someCollege,10,married,White,Male,0,0,45,<=50K
65,someCollege,10,married,White,Male,0,0,30,>50K
57,HSgrad,9,married,White,Male,0,0,40,>50K
59,HSgrad,9,married,White,Male,0,0,40,<=50K
27,HSgrad,9,married,White,Male,0,0,40,<=50K
31,bachelors,13,notMarried,White,Male,0,0,40,<=50K
21,someCollege,10,notMarried,White,Female,0,0,24,<=50K
29,someCollege,10,notMarried,White,Male,0,0,60,<=50K
18,nonHSgrad,7,notMarried,White,Male,0,0,40,<=50K
52,nonHSgrad,6,married,White,Male,0,1887,47,>50K
57,bachelors,13,notMarried,White,Male,0,0,80,<=50K
42,HSgrad,9,married,White,Male,0,0,40,<=50K
55,HSgrad,9,married,Asian-Pac-Islander,Female,0,0,40,<=50K
60,nonHSgrad,4,notMarried,White,Male,0,0,48,>50K
31,bachelors,13,married,White,Male,7688,0,40,>50K
23,bachelors,13,notMarried,White,Female,0,0,40,<=50K
27,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
23,someCollege,10,notMarried,Amer-Indian-Eskimo,Female,0,0,25,<=50K
42,profSchool,15,married,White,Male,0,1902,50,>50K
25,someCollege,10,notMarried,White,Male,2174,0,40,<=50K
49,bachelors,13,notMarried,White,Female,0,0,45,<=50K
32,bachelors,13,notMarried,White,Male,0,0,40,<=50K
19,someCollege,10,notMarried,White,Male,0,0,28,<=50K
60,nonHSgrad,4,notMarried,White,Female,0,0,40,<=50K
42,nonHSgrad,5,married,White,Male,0,0,40,<=50K
35,assoc,12,notMarried,White,Male,0,0,40,<=50K
48,HSgrad,9,notMarried,Black,Female,0,0,37,<=50K
51,masters,14,married,White,Male,0,0,40,>50K
29,HSgrad,9,notMarried,Amer-Indian-Eskimo,Male,0,0,40,<=50K
36,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
17,nonHSgrad,6,notMarried,White,Female,0,0,21,<=50K
52,masters,14,notMarried,White,Female,6849,0,60,<=50K
24,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
24,HSgrad,9,married,White,Male,0,0,50,<=50K
26,bachelors,13,notMarried,White,Male,1055,0,40,<=50K
27,bachelors,13,notMarried,White,Female,0,0,20,<=50K
39,HSgrad,9,notMarried,White,Male,0,0,60,<=50K
30,HSgrad,9,married,Black,Male,0,0,45,<=50K
50,HSgrad,9,married,White,Male,0,0,32,<=50K
52,bachelors,13,married,White,Male,0,0,55,<=50K
46,profSchool,15,married,White,Male,15024,0,45,>50K
23,bachelors,13,notMarried,White,Female,0,0,20,<=50K
45,nonHSgrad,7,notMarried,Black,Female,0,0,20,<=50K
65,nonHSgrad,5,notMarried,Black,Female,0,0,24,<=50K
29,assoc,11,married,White,Male,0,0,55,<=50K
47,nonHSgrad,5,married,White,Male,0,0,40,<=50K
30,HSgrad,9,notMarried,Black,Male,0,0,60,<=50K
34,HSgrad,9,married,White,Male,0,0,45,>50K
38,HSgrad,9,married,White,Male,0,0,64,<=50K
33,someCollege,10,married,White,Male,0,0,40,>50K
49,bachelors,13,married,White,Male,0,0,26,>50K
47,someCollege,10,notMarried,Black,Female,0,0,40,<=50K
49,nonHSgrad,6,notMarried,Black,Female,0,0,40,<=50K
43,someCollege,10,married,White,Male,15024,0,60,>50K
30,bachelors,13,married,Black,Female,0,0,40,>50K
58,HSgrad,9,married,White,Male,0,0,60,<=50K
19,HSgrad,9,notMarried,White,Female,0,0,14,<=50K
21,bachelors,13,notMarried,White,Male,0,0,40,<=50K
33,bachelors,13,married,White,Male,15024,0,60,>50K
47,nonHSgrad,3,married,White,Male,0,0,50,<=50K
52,doctorate,16,married,White,Male,0,0,60,>50K
26,HSgrad,9,notMarried,White,Male,0,0,55,<=50K
60,HSgrad,9,married,White,Male,0,0,40,<=50K
21,someCollege,10,notMarried,White,Male,0,0,40,<=50K
36,someCollege,10,married,White,Male,5178,0,50,>50K
31,someCollege,10,married,White,Male,0,0,45,<=50K
50,doctorate,16,notMarried,White,Male,0,0,40,>50K
31,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
71,HSgrad,9,married,White,Male,0,0,15,<=50K
58,HSgrad,9,married,White,Male,0,0,50,<=50K
30,bachelors,13,married,White,Male,0,0,40,>50K
20,someCollege,10,notMarried,White,Male,0,0,20,<=50K
24,HSgrad,9,notMarried,White,Male,4101,0,50,<=50K
35,doctorate,16,married,Asian-Pac-Islander,Male,0,0,40,>50K
38,someCollege,10,notMarried,White,Female,0,0,45,<=50K
27,HSgrad,9,notMarried,White,Female,0,0,32,<=50K
29,someCollege,10,notMarried,Asian-Pac-Islander,Female,0,0,40,<=50K
70,nonHSgrad,5,notMarried,White,Female,1111,0,15,<=50K
34,HSgrad,9,married,White,Male,0,0,45,<=50K
44,nonHSgrad,4,married,White,Male,0,0,35,<=50K
43,HSgrad,9,married,White,Male,0,0,40,>50K
44,nonHSgrad,8,married,Black,Male,0,0,40,>50K
35,masters,14,notMarried,White,Male,0,0,60,<=50K
27,someCollege,10,notMarried,White,Male,0,0,40,<=50K
43,masters,14,notMarried,White,Male,0,0,38,<=50K
20,someCollege,10,notMarried,White,Female,0,0,25,<=50K
42,assoc,12,notMarried,White,Female,8614,0,40,>50K
27,someCollege,10,married,White,Male,3411,0,40,<=50K
42,HSgrad,9,married,Black,Male,0,0,40,>50K
20,nonHSgrad,7,married,Asian-Pac-Islander,Female,0,1762,40,<=50K
24,nonHSgrad,5,notMarried,White,Male,0,1721,40,<=50K
48,someCollege,10,notMarried,White,Male,0,0,40,<=50K
17,nonHSgrad,7,notMarried,White,Female,0,0,20,<=50K
17,nonHSgrad,7,notMarried,White,Male,0,0,10,<=50K
33,bachelors,13,married,White,Male,0,0,40,>50K
50,HSgrad,9,married,White,Male,0,0,50,>50K
22,HSgrad,9,notMarried,White,Female,2597,0,40,<=50K
17,nonHSgrad,8,notMarried,White,Male,0,0,16,<=50K
32,someCollege,10,married,White,Male,0,0,40,<=50K
31,HSgrad,9,notMarried,White,Male,0,0,45,<=50K
58,HSgrad,9,notMarried,White,Male,0,0,50,<=50K
29,HSgrad,9,notMarried,White,Male,0,0,48,<=50K
37,assoc,11,married,White,Male,0,0,40,>50K
34,HSgrad,9,married,White,Male,0,0,40,>50K
23,someCollege,10,notMarried,Black,Male,0,0,40,<=50K
18,nonHSgrad,7,notMarried,White,Female,0,0,5,<=50K
34,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
66,nonHSgrad,4,notMarried,White,Male,0,0,4,<=50K
45,bachelors,13,married,White,Female,0,0,55,<=50K
41,masters,14,notMarried,White,Male,0,0,35,<=50K
26,HSgrad,9,notMarried,White,Male,0,0,30,<=50K
54,someCollege,10,married,White,Male,0,0,40,<=50K
24,someCollege,10,notMarried,Black,Female,0,0,45,<=50K
42,someCollege,10,married,White,Male,0,0,50,<=50K
20,someCollege,10,notMarried,White,Male,0,0,20,<=50K
23,bachelors,13,notMarried,White,Female,0,0,20,<=50K
25,assoc,12,notMarried,White,Male,0,0,45,<=50K
35,masters,14,notMarried,White,Male,0,0,60,>50K
31,masters,14,married,White,Male,0,1902,40,>50K
30,bachelors,13,notMarried,White,Female,0,0,40,<=50K
19,HSgrad,9,notMarried,White,Female,0,0,20,<=50K
36,bachelors,13,notMarried,White,Male,0,0,50,<=50K
31,bachelors,13,notMarried,White,Female,0,1380,40,<=50K
21,someCollege,10,notMarried,White,Male,0,0,30,<=50K
31,someCollege,10,married,White,Male,0,0,40,<=50K
46,doctorate,16,notMarried,White,Female,25236,0,65,>50K
44,bachelors,13,notMarried,White,Female,0,0,50,>50K
40,nonHSgrad,8,married,Black,Male,0,0,40,<=50K
45,someCollege,10,notMarried,Black,Male,0,0,40,<=50K
60,HSgrad,9,married,White,Male,0,0,35,<=50K
18,nonHSgrad,7,notMarried,White,Male,0,0,25,<=50K
28,bachelors,13,married,White,Male,0,0,40,<=50K
36,someCollege,10,notMarried,Black,Female,0,0,40,<=50K
36,bachelors,13,notMarried,White,Male,0,0,40,<=50K
40,assoc,11,married,White,Male,4386,0,40,<=50K
36,bachelors,13,notMarried,White,Female,0,0,35,<=50K
31,HSgrad,9,notMarried,Black,Female,0,0,40,<=50K
33,HSgrad,9,married,White,Male,0,0,40,<=50K
19,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
22,someCollege,10,notMarried,White,Female,0,0,15,<=50K
34,bachelors,13,married,White,Male,0,0,45,>50K
33,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
41,HSgrad,9,married,White,Male,0,2051,60,<=50K
29,bachelors,13,notMarried,White,Male,4650,0,40,<=50K
50,HSgrad,9,married,White,Male,0,0,42,>50K
42,bachelors,13,married,White,Male,7298,0,45,>50K
43,bachelors,13,notMarried,White,Male,0,0,40,>50K
44,HSgrad,9,married,White,Female,0,0,40,<=50K
20,someCollege,10,notMarried,White,Female,0,0,20,<=50K
31,HSgrad,9,married,White,Male,0,0,40,<=50K
65,nonHSgrad,7,married,White,Male,9386,0,59,>50K
23,someCollege,10,notMarried,White,Female,0,0,24,<=50K
55,someCollege,10,notMarried,Asian-Pac-Islander,Female,0,0,40,<=50K
26,assoc,11,married,White,Male,0,2377,45,<=50K
25,assoc,11,notMarried,White,Female,0,0,15,<=50K
45,someCollege,10,married,Black,Female,0,0,40,<=50K
35,someCollege,10,married,White,Male,2407,0,40,<=50K
36,someCollege,10,notMarried,Black,Female,0,0,36,<=50K
43,bachelors,13,married,White,Male,0,0,50,<=50K
56,HSgrad,9,notMarried,Black,Female,594,0,20,<=50K
42,bachelors,13,married,White,Male,0,0,40,>50K
19,someCollege,10,notMarried,White,Female,0,0,25,<=50K
55,HSgrad,9,married,White,Male,0,0,72,<=50K
42,masters,14,notMarried,White,Female,14084,0,50,>50K
26,assoc,11,notMarried,White,Male,0,0,40,<=50K
17,nonHSgrad,8,notMarried,White,Male,0,0,20,<=50K
42,bachelors,13,married,White,Female,0,0,40,>50K
55,HSgrad,9,married,White,Male,7688,0,40,>50K
32,someCollege,10,notMarried,Black,Female,0,0,40,<=50K
29,nonHSgrad,7,notMarried,Black,Male,0,0,40,<=50K
46,bachelors,13,married,White,Male,0,0,37,<=50K
29,bachelors,13,married,White,Male,7688,0,40,>50K
22,bachelors,13,notMarried,White,Male,0,0,20,<=50K
58,nonHSgrad,6,married,White,Male,0,0,40,<=50K
23,HSgrad,9,notMarried,White,Male,0,0,50,<=50K
39,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
27,assoc,11,notMarried,White,Male,0,0,38,<=50K
54,HSgrad,9,married,White,Male,0,0,40,>50K
33,bachelors,13,notMarried,White,Female,0,0,45,<=50K
46,HSgrad,9,married,White,Female,0,0,40,>50K
37,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
36,HSgrad,9,notMarried,White,Female,0,0,18,<=50K
59,HSgrad,9,married,White,Female,0,0,38,>50K
34,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
53,doctorate,16,married,White,Male,0,0,70,>50K
51,bachelors,13,notMarried,White,Male,0,0,55,>50K
32,nonHSgrad,6,notMarried,White,Female,0,0,42,<=50K
31,someCollege,10,married,White,Male,0,0,40,<=50K
22,someCollege,10,married,White,Female,0,0,30,<=50K
47,bachelors,13,notMarried,White,Female,0,0,50,<=50K
32,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
26,someCollege,10,notMarried,White,Female,0,0,38,<=50K
37,nonHSgrad,3,notMarried,White,Male,0,0,32,<=50K
31,HSgrad,9,notMarried,White,Male,0,0,55,<=50K
37,assoc,11,married,White,Female,0,0,24,>50K
55,HSgrad,9,notMarried,White,Male,0,0,38,<=50K
23,assoc,11,notMarried,White,Male,0,0,56,<=50K
36,someCollege,10,notMarried,White,Female,0,0,40,<=50K
34,masters,14,married,White,Male,0,0,40,<=50K
43,bachelors,13,married,White,Male,0,0,50,>50K
54,someCollege,10,notMarried,White,Male,0,0,40,<=50K
43,someCollege,10,married,White,Male,0,0,40,<=50K
28,assoc,11,notMarried,White,Female,0,1669,42,<=50K
40,assoc,11,married,White,Male,0,0,50,>50K
41,someCollege,10,married,White,Male,0,0,60,<=50K
40,bachelors,13,notMarried,Other,Female,0,0,55,>50K
42,someCollege,10,notMarried,Black,Female,0,0,38,<=50K
61,HSgrad,9,married,White,Male,0,2352,50,<=50K
18,nonHSgrad,8,notMarried,White,Male,0,0,30,<=50K
59,HSgrad,9,married,White,Male,0,0,16,<=50K
21,HSgrad,9,notMarried,White,Female,1055,0,40,<=50K
48,assoc,11,married,White,Male,0,0,50,>50K
41,bachelors,13,married,White,Male,0,0,40,<=50K
18,someCollege,10,notMarried,White,Male,0,0,33,<=50K
23,HSgrad,9,notMarried,White,Female,2463,0,40,<=50K
60,HSgrad,9,married,White,Male,0,0,60,>50K
22,someCollege,10,notMarried,Black,Male,0,0,20,<=50K
61,HSgrad,9,married,White,Male,0,0,40,<=50K
25,HSgrad,9,notMarried,Black,Male,0,0,40,<=50K
46,masters,14,notMarried,White,Male,0,0,35,>50K
43,bachelors,13,married,White,Male,0,1902,40,>50K
43,assoc,12,notMarried,White,Male,0,0,40,<=50K
24,HSgrad,9,notMarried,Black,Male,0,1721,30,<=50K
68,nonHSgrad,7,notMarried,White,Male,0,0,20,<=50K
31,HSgrad,9,notMarried,White,Female,0,0,38,<=50K
17,nonHSgrad,7,notMarried,White,Female,0,0,20,<=50K
32,HSgrad,9,married,White,Male,5178,0,48,>50K
50,masters,14,married,White,Male,0,0,40,<=50K
33,bachelors,13,married,White,Male,3103,0,47,>50K
64,bachelors,13,married,White,Male,0,0,40,>50K
20,HSgrad,9,notMarried,White,Male,0,0,30,<=50K
30,HSgrad,9,notMarried,White,Female,0,0,36,<=50K
22,someCollege,10,notMarried,Black,Male,0,0,40,<=50K
43,someCollege,10,notMarried,White,Male,0,0,45,<=50K
22,someCollege,10,notMarried,White,Male,0,0,40,<=50K
17,nonHSgrad,6,notMarried,White,Male,0,0,20,<=50K
47,HSgrad,9,married,White,Female,0,0,75,<=50K
41,assoc,11,notMarried,White,Female,0,0,60,<=50K
56,someCollege,10,married,White,Male,0,0,50,>50K
64,HSgrad,9,married,White,Male,0,0,45,<=50K
47,HSgrad,9,married,White,Male,0,0,50,>50K
48,assoc,11,notMarried,White,Male,0,0,40,<=50K
31,masters,14,notMarried,White,Female,0,0,46,<=50K
29,assoc,11,notMarried,White,Male,0,0,40,<=50K
30,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
32,HSgrad,9,married,White,Male,0,1672,60,<=50K
57,HSgrad,9,notMarried,White,Male,0,653,42,>50K
62,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
39,HSgrad,9,notMarried,White,Female,0,0,24,<=50K
43,someCollege,10,notMarried,White,Male,0,0,25,<=50K
24,bachelors,13,notMarried,White,Male,0,0,40,<=50K
42,nonHSgrad,7,married,White,Male,0,0,15,<=50K
53,someCollege,10,married,White,Female,4386,0,40,>50K
26,someCollege,10,notMarried,White,Male,0,0,40,<=50K
73,HSgrad,9,married,White,Male,0,0,40,<=50K
72,nonHSgrad,7,notMarried,White,Female,0,0,24,<=50K
55,HSgrad,9,married,White,Male,0,0,40,<=50K
25,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
41,bachelors,13,notMarried,White,Female,0,0,50,>50K
24,bachelors,13,notMarried,White,Male,0,0,50,<=50K
63,HSgrad,9,notMarried,White,Male,0,0,6,<=50K
17,nonHSgrad,7,notMarried,White,Male,0,0,20,<=50K
35,someCollege,10,married,White,Male,0,0,50,<=50K
51,someCollege,10,married,White,Male,0,0,40,>50K
62,bachelors,13,notMarried,White,Female,0,0,48,<=50K
55,HSgrad,9,married,White,Male,4386,0,40,>50K
43,someCollege,10,notMarried,White,Male,0,0,40,<=50K
40,HSgrad,9,notMarried,White,Female,0,0,50,<=50K
37,bachelors,13,married,White,Male,0,0,45,>50K
39,bachelors,13,married,White,Male,0,0,40,<=50K
31,HSgrad,9,notMarried,White,Male,0,0,18,<=50K
61,masters,14,notMarried,White,Female,0,0,40,>50K
26,assoc,11,notMarried,White,Female,0,0,55,<=50K
46,HSgrad,9,married,White,Male,0,0,50,<=50K
26,bachelors,13,notMarried,White,Female,0,0,40,<=50K
48,doctorate,16,notMarried,White,Male,0,0,50,>50K
34,HSgrad,9,notMarried,White,Male,0,0,40,<=50K
34,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
59,HSgrad,9,married,White,Male,0,0,40,>50K
34,bachelors,13,notMarried,White,Female,0,0,40,<=50K
49,bachelors,13,notMarried,White,Female,0,0,56,>50K
18,nonHSgrad,7,notMarried,White,Female,0,0,20,<=50K
43,HSgrad,9,married,White,Male,0,0,40,<=50K
48,nonHSgrad,7,married,White,Male,0,0,50,<=50K
28,someCollege,10,married,White,Male,0,0,70,<=50K
33,HSgrad,9,married,White,Male,0,0,40,<=50K
24,someCollege,10,notMarried,White,Female,0,0,15,<=50K
21,nonHSgrad,6,notMarried,White,Male,0,0,40,<=50K
17,nonHSgrad,7,notMarried,White,Male,0,0,28,<=50K
39,someCollege,10,married,White,Male,0,0,50,>50K
29,bachelors,13,notMarried,White,Male,0,0,40,<=50K
44,bachelors,13,married,White,Male,0,0,40,>50K
24,someCollege,10,notMarried,White,Male,0,0,50,<=50K
71,masters,14,married,White,Male,10605,0,40,>50K
51,bachelors,13,married,Asian-Pac-Islander,Male,0,2415,40,>50K
55,nonHSgrad,3,notMarried,Black,Male,0,0,25,<=50K
41,bachelors,13,married,White,Male,0,0,60,>50K
23,HSgrad,9,notMarried,Black,Female,0,0,7,<=50K
38,assoc,11,notMarried,White,Female,0,0,40,<=50K
39,HSgrad,9,married,White,Male,0,0,40,>50K
19,HSgrad,9,notMarried,White,Female,0,0,30,<=50K
49,nonHSgrad,5,notMarried,White,Female,0,0,40,<=50K
32,bachelors,13,married,White,Male,0,0,40,>50K
27,HSgrad,9,married,White,Male,0,0,70,<=50K
38,bachelors,13,married,White,Male,0,0,50,>50K
33,someCollege,10,married,White,Female,0,0,60,<=50K
63,someCollege,10,married,White,Male,0,0,15,<=50K
23,bachelors,13,notMarried,White,Male,0,0,28,<=50K
33,someCollege,10,married,White,Male,0,0,60,<=50K
54,HSgrad,9,married,Black,Male,0,0,40,<=50K
29,assoc,11,notMarried,White,Female,2174,0,45,<=50K
48,someCollege,10,notMarried,Black,Female,0,0,30,<=50K
35,bachelors,13,notMarried,White,Male,0,0,40,<=50K
28,assoc,11,married,Asian-Pac-Islander,Female,0,0,40,<=50K
37,bachelors,13,married,White,Male,7688,0,50,>50K
42,profSchool,15,married,White,Male,0,0,65,>50K
40,masters,14,married,White,Male,0,0,40,<=50K
47,someCollege,10,notMarried,White,Male,0,0,55,<=50K
22,bachelors,13,notMarried,White,Female,0,0,50,<=50K
30,bachelors,13,married,White,Male,0,0,45,>50K
28,HSgrad,9,married,White,Male,0,0,40,<=50K
63,nonHSgrad,4,married,White,Male,0,0,55,<=50K
51,nonHSgrad,5,married,White,Male,0,0,20,<=50K
22,HSgrad,9,notMarried,White,Female,0,0,40,<=50K
27,assoc,12,married,Amer-Indian-Eskimo,Male,0,0,40,<=50K
35,HSgrad,9,notMarried,White,Male,0,0,45,<=50K
46,HSgrad,9,notMarried,White,Female,0,0,38,<=50K
37,someCollege,10,notMarried,White,Male,0,0,52,<=50K
